title,aliases,year,month,category,ep,tid,replies,views,post_time,votes1,votes2,votes3,votes4,votes5,message,score,standard_deviation
王立宇宙军 欧尼亚米斯之翼,,1987,3,MOV,1,1531215,4,24343,2017-7-17 20:16,47,26,8,2,0,,142.1687,0.7624
蓝宝石之谜,,1990,4,TV,39,1531184,6,23580,2017-7-17 17:24,50,13,3,3,0,,159.4203,0.7674
宇宙骑士II,,1994,7,OVA,6,1531180,1,21694,2017-7-17 16:45,1,12,4,0,0,,82.3529,0.5128
宇宙骑士,,1992,2,TV,49,1531176,2,25035,2017-7-17 16:29,87,6,2,2,1,,179.5918,0.6694
大护法,,2017,7,MOV,1,1530676,12,25259,2017-7-14 21:51,12,46,14,20,30,,-8.1967,1.3825
伤物语,,2016,1,MOV,3,1529955,24,34028,2017-7-12 10:24,185,54,6,2,2,,167.8715,0.6410
阿童木起源,,2017,4,TV,12,1529051,4,21248,2017-7-8 23:41,8,13,4,2,0,,100.0000,0.8607
特摄 舞法天女朵法拉,,2016,5,TV,60,1528996,4,21519,2017-7-8 17:48,11,1,1,0,3,,106.2500,1.5600
樱子小姐的脚下埋着尸体,,2015,10,TV,12,1528351,4,21183,2017-7-6 07:09,7,22,13,2,1,,71.1111,0.8595
幸运星,,2007,4,TV,24,1527914,24,36294,2017-7-4 01:54,333,43,4,4,8,,175.7653,0.7142
虎面人W,,2016,10,TV,38,1527471,7,24218,2017-7-2 00:19,26,4,2,1,2,,145.7143,1.1044
正解的卡多,,2017,4,TV,12,1527283,57,36208,2017-7-1 00:32,25,25,18,42,185,,-114.2373,1.3302
剑姬神圣谭,,2017,4,TV,12,1527282,5,20704,2017-7-1 00:30,0,10,15,4,10,,-35.8974,1.1206
银之守墓人,,2017,4,TV,12,1527281,0,18946,2017-7-1 00:29,0,0,0,0,0,,0.0000,0.0000
月色真美,,2017,4,TV,12,1527076,95,72306,2017-6-30 05:23,456,85,32,12,5,,165.2542,0.7476
Room Mate,,2017,4,TV,12,1527075,0,18582,2017-6-30 05:23,0,0,0,0,0,,0.0000,0.0000
假面Noise,,2017,4,TV,12,1527074,1,19678,2017-6-30 05:21,0,4,5,0,1,,20.0000,0.8718
飙速宅男 新世代,,2017,1,TV,25,1527073,2,21258,2017-6-30 05:21,2,1,1,3,1,,0.0000,1.4142
从零开始的魔法书,,2017,4,TV,12,1527072,20,24762,2017-6-30 05:18,0,14,65,22,5,,-16.9811,0.7067
爱丽丝与藏六,,2017,4,TV,12,1527071,9,23019,2017-6-30 05:18,21,64,21,7,3,,80.1724,0.8927
碧蓝幻想,,2017,4,TV,13,1527070,15,25555,2017-6-30 05:17,1,51,23,4,3,,52.4390,0.7687
雏子的笔记,,2017,4,TV,12,1527069,6,21312,2017-6-30 05:16,1,14,11,1,0,,55.5556,0.6285
全职高手 第一季,,2017,4,WEB,12,1527068,7,23677,2017-6-30 05:16,1,24,28,15,52,,-77.5000,1.2211
恋爱暴君,,2017,4,TV,12,1527067,7,22378,2017-6-30 05:15,2,8,32,16,1,,-10.1695,0.7745
时钟机关之星,,2017,4,TV,12,1527066,12,22323,2017-6-30 05:14,1,2,12,5,31,,-123.5294,1.0588
武装少女Machiavellianism,,2017,4,TV,12,1527065,7,21972,2017-6-30 05:13,1,5,14,4,7,,-35.4839,1.0939
不正经的魔术讲师与禁忌教典,,2017,4,TV,12,1527061,17,24325,2017-6-30 03:45,0,13,44,15,6,,-17.9487,0.7965
机甲少女Frame Arms Girl,,2017,4,TV,12,1527060,25,25180,2017-6-30 03:44,67,29,9,0,2,,148.5981,0.8015
笑面推销员NEW,,2017,4,TV,12,1527059,2,20427,2017-6-30 03:44,2,9,9,4,4,,3.5714,1.1490
与僧侣交合的色欲之夜,,2017,4,TV,12,1527058,2,29036,2017-6-30 03:43,2,0,2,4,26,,-152.9412,1.0357
怪怪守护神,,2017,4,TV,12,1527057,18,23533,2017-6-30 03:42,15,61,19,2,1,,88.7755,0.7126
快把我哥带走,,2017,3,TV,12,1527054,2,21090,2017-6-30 02:31,3,21,2,0,1,,92.5926,0.7163
少年锦衣卫 第一季,,2017,2,TV,13,1527053,3,21111,2017-6-30 02:30,0,9,5,3,4,,-9.5238,1.1508
ID-0,,2017,4,TV,12,1527046,49,40531,2017-6-30 01:38,207,95,15,4,1,,156.2112,0.6716
末日时在做什么？有没有空？可以来拯救吗..,,2017,4,TV,12,1526660,95,76607,2017-6-28 12:59,394,136,44,18,6,,149.4983,0.8355
埃罗芒阿老师,,2017,4,TV,12,1522952,76,48028,2017-6-26 22:58,70,110,138,74,71,,7.3434,1.2689
有顶天家族2,,2017,4,TV,12,1522921,25,31926,2017-6-26 20:36,174,74,9,5,6,,151.1194,0.8352
银魂 第四季,,2017,1,TV,12,1522916,0,19853,2017-6-26 20:02,0,2,6,2,1,,-18.1818,0.8332
剑风传奇 次篇,,2017,4,TV,12,1522852,2,20894,2017-6-26 16:14,4,27,16,1,2,,60.0000,0.8246
小魔女学园(TV),,2017,1,TV,25,1522675,71,58756,2017-6-25 23:47,161,239,116,21,19,,90.2878,0.9733
快盗天使BREAK,,2017,4,TV,12,1522268,0,19176,2017-6-24 10:33,2,10,0,0,0,,116.6667,0.3727
路人女主的养成方法♭,,2017,4,TV,11,1522239,28,30156,2017-6-24 05:08,37,114,54,13,18,,58.8983,1.0599
夏目友人帐 六,,2017,4,TV,11,1519861,3,21534,2017-6-21 11:09,10,20,2,2,0,,111.7647,0.7579
幽☆游☆白书,,1992,10,TV,112,1519751,2,20407,2017-6-20 21:07,13,7,3,0,0,,143.4783,0.7118
全职猎人OVA3 G·I完结篇,,2004,3,OVA,14,1519743,1,19947,2017-6-20 20:28,1,7,4,1,0,,61.5385,0.7378
全职猎人OVA2 Greed Island篇,,2003,2,OVA,8,1519742,0,19960,2017-6-20 20:27,1,9,3,0,0,,84.6154,0.5329
全职猎人OVA1 幻影旅团篇,,2002,1,OVA,8,1519741,1,23727,2017-6-20 20:26,28,4,0,1,0,,178.7879,0.5907
全职猎人(1999),,1999,10,TV,62,1519739,2,25260,2017-6-20 20:25,71,13,1,1,1,,174.7126,0.6472
进击的巨人 第二季,,2017,4,TV,12,1516487,36,39714,2017-6-18 19:42,220,92,10,5,15,,145.3216,0.9593
在这世界的角落,,2016,11,MOV,1,1504342,18,29329,2017-5-20 22:36,81,28,12,12,25,,81.0127,1.5101
BLAME!,,2017,5,MOV,1,1504326,15,29167,2017-5-20 21:37,60,82,15,5,5,,111.9760,0.9077
图书馆战争,,2008,4,TV,12,1503897,1,21805,2017-5-18 21:06,18,12,3,0,0,,145.4545,0.6556
声之形,,2016,9,MOV,1,1503642,88,72440,2017-5-17 18:44,168,173,104,68,187,,9.5714,1.5374
传说巨神伊迪安 发动篇,,1982,7,MOV,1,1502623,2,26054,2017-5-13 00:58,60,3,1,2,2,,172.0588,0.8719
传说巨神伊迪安 接触篇,,1982,7,MOV,1,1502619,0,19887,2017-5-13 00:49,2,5,4,0,1,,58.3333,1.0375
传说巨神伊迪安,,1980,5,TV,11,1502617,3,22360,2017-5-13 00:38,26,4,0,2,1,,157.5758,0.9857
情热传说 the X 第二季,,2017,1,TV,13,1499755,4,21730,2017-4-30 04:28,2,8,10,10,6,,-27.7778,1.1453
BanG Dream!,,2017,1,TV,13,1499754,2,21775,2017-4-30 04:27,2,11,11,6,1,,22.5806,0.9405
飞越巅峰2,,2004,11,OVA,6,1496245,13,27196,2017-4-12 20:43,197,25,7,2,1,,178.8793,0.5748
飞越巅峰,,1988,10,OVA,6,1496244,16,31543,2017-4-12 20:42,225,32,10,1,1,,178.0669,0.5590
小林家的龙女仆,,2017,1,TV,13,1494150,65,49570,2017-4-6 00:41,80,258,124,10,10,,80.4979,0.8093
鬼平,,2017,1,TV,13,1490203,12,23581,2017-4-4 02:19,35,21,4,2,0,,143.5484,0.7539
忍者少女千鸟(信长的忍者),,2016,10,TV,26,1488161,7,24111,2017-4-3 02:12,33,18,0,0,1,,157.6923,0.6891
Classica Loid,,2016,10,TV,25,1488159,3,21264,2017-4-3 01:51,9,9,2,3,0,,104.3478,0.9991
幼女战记(谭雅战记),,2017,1,TV,12,1488158,37,39020,2017-4-3 01:51,91,104,15,8,9,,114.5374,0.9714
偶像活动Stars!,,2016,4,TV,50,1488157,0,20368,2017-4-3 01:50,5,1,4,1,1,,66.6667,1.3123
One Room,,2017,1,TV,12,1488156,2,21476,2017-4-3 01:50,15,26,13,2,0,,96.4286,0.8010
双星之阴阳师,,2016,4,TV,50,1488155,5,21652,2017-4-3 01:49,0,1,4,3,8,,-112.5000,0.9922
Hand Shakers,,2017,1,TV,12,1488154,12,24413,2017-4-3 01:49,2,0,3,4,61,,-174.2857,0.7871
超·少年侦探团NEO,,2017,1,TV,13,1488153,1,19642,2017-4-3 01:48,1,1,1,1,0,,50.0000,1.1180
TRICKSTER-来自江户川乱步「少年侦探团」-,,2016,10,TV,24,1488152,3,20897,2017-4-3 01:47,1,2,3,3,2,,-27.2727,1.2129
珈百璃的堕落,,2017,1,TV,12,1488151,26,28633,2017-4-3 01:47,13,64,88,12,4,,38.6740,0.8037
偶像事变,,2017,1,TV,12,1488150,0,19544,2017-4-3 01:46,1,2,2,4,2,,-36.3636,1.2264
宇宙警探elDLIVE,,2017,1,TV,12,1488149,0,19602,2017-4-3 01:45,2,2,1,2,2,,0.0000,1.4907
亚人酱有话要说,,2017,1,TV,12,1488148,13,23182,2017-4-3 01:44,21,35,16,0,0,,106.9444,0.7135
从前有座灵剑山 第二季,,2017,1,TV,12,1488147,2,21035,2017-4-3 01:42,2,2,3,4,11,,-90.9091,1.3453
青之驱魔师 京都不净王篇,,2017,1,TV,12,1488146,1,20440,2017-4-3 01:41,2,3,8,0,1,,35.7143,0.9715
南镰仓高校女子自行车社,,2017,1,TV,12,1488145,4,20374,2017-4-3 01:41,2,6,4,1,1,,50.0000,1.0522
风夏,,2017,1,TV,12,1488144,8,23736,2017-4-3 01:40,0,3,21,12,20,,-87.5000,0.9648
URARA迷路帖,,2017,1,TV,12,1488143,9,22706,2017-4-3 01:39,14,35,30,12,2,,50.5376,0.9686
清恋,,2017,1,TV,12,1488142,13,24316,2017-4-3 01:39,2,15,50,8,3,,6.4103,0.7397
漫研部～Surgical Friends～,,2017,1,TV,12,1488141,0,19731,2017-4-3 01:38,7,2,1,0,1,,127.2727,1.2129
时间飞船24,,2016,10,TV,24,1488140,0,20039,2017-4-3 01:37,3,2,1,1,0,,100.0000,1.0690
灵契,,2017,1,TV,10,1488139,0,19598,2017-4-3 01:36,0,1,1,1,0,,0.0000,0.8165
火影忍者 疾风传,,2007,2,TV,720,1488093,4,23838,2017-4-2 20:16,9,19,15,5,3,,50.9804,1.0732
火影忍者,,2002,10,TV,220,1488092,8,23838,2017-4-2 20:15,19,28,7,2,2,,103.4483,0.9462
机动战士高达 铁血的奥尔芬斯第二季,,2016,10,TV,25,1488060,98,57402,2017-4-2 16:51,25,31,33,55,339,,-134.9896,1.1706
人渣的本愿,,2017,1,TV,12,1487659,37,31112,2017-3-31 14:37,88,72,29,20,18,,84.5815,1.2481
秋叶原之旅 THE ANIMATION,,2017,1,TV,13,1487516,28,27974,2017-3-30 18:10,100,54,12,1,5,,141.2791,0.8750
3月的狮子 第一季,,2016,10,TV,22,1487487,39,32010,2017-3-30 16:08,308,36,6,7,4,,176.4543,0.6801
混沌之子,,2017,1,TV,12,1487445,14,24676,2017-3-30 12:29,2,11,20,26,40,,-91.9192,1.1072
游戏王ARC-V,,2014,4,TV,148,1487329,82,53967,2017-3-29 20:11,8,3,1,4,339,,-186.7606,0.6645
昭和元禄落语心中 -助六再临篇-,,2017,1,TV,12,1487231,12,27177,2017-3-29 12:01,109,14,4,2,2,,172.5191,0.7316
兽娘动物园(动物朋友),,2017,1,TV,12,1487210,205,146671,2017-3-29 10:24,959,161,48,17,26,,165.9785,0.8035
ACCA13区监察课,,2017,1,TV,12,1487190,18,28456,2017-3-29 09:25,77,82,17,5,6,,117.1123,0.9323
Rewrite 2nd Season,,2017,1,TV,11,1486697,17,26174,2017-3-25 22:50,5,6,12,17,26,,-80.3030,1.2579
杀戮都市：O,,2016,10,MOV,1,1486465,3,22383,2017-3-24 13:29,10,38,6,1,2,,92.9825,0.8135
政宗君的复仇,,2017,1,TV,12,1486463,8,22887,2017-3-24 13:21,1,4,31,19,11,,-53.0303,0.8914
为美好的世界献上祝福！2,,2017,1,TV,10,1485269,28,32357,2017-3-16 10:38,181,136,30,1,4,,138.9205,0.7494
星之梦~星之人~,,2016,9,MOV,1,1483547,6,23020,2017-3-4 23:49,38,15,4,0,0,,159.6491,0.6173
乐高蝙蝠侠大电影,,2017,3,MOV,1,1483087,5,22953,2017-3-3 01:02,16,15,5,1,1,,115.7895,0.9326
龙的牙医,,2017,2,TV,2,1481510,12,27263,2017-2-26 01:54,80,116,25,4,4,,115.2838,0.8138
银河机攻队 剧场版,,2016,11,MOV,1,1478985,2,21034,2017-2-18 18:36,15,8,1,0,1,,144.0000,0.8980
悠久之翼,,2007,10,TV,12,1476647,9,25049,2017-2-10 22:41,63,19,6,1,0,,161.7978,0.6621
勇者王我王凯牙FINAL,,2000,1,OVA,8,1476310,4,27131,2017-2-9 18:11,42,0,1,0,2,,177.7778,0.8664
勇者王我王凯牙,,1997,2,TV,49,1476301,1,21796,2017-2-9 17:31,26,5,0,0,1,,171.8750,0.7597
长骑美眉,,2016,10,TV,12,1476047,4,22225,2017-2-8 20:43,9,15,6,2,0,,96.8750,0.8472
蜂蜜与四叶草 II,,2006,7,TV,12,1475879,7,24850,2017-2-8 11:01,91,13,5,1,0,,176.3636,0.5709
蜂蜜与四叶草,,2005,4,TV,26,1475870,7,26309,2017-2-8 10:38,127,14,5,2,1,,177.1812,0.6359
魔法使光之美少女!,,2016,2,TV,50,1475456,16,29463,2017-2-6 18:25,71,19,4,4,2,,153.0000,0.8995
绯弹的亚里亚AA,,2015,10,TV,12,1464439,0,19794,2017-1-23 18:24,0,1,6,2,1,,-30.0000,0.7810
小魔女学园(2013),,2013,3,OVA,1,1460976,3,28056,2017-1-22 12:18,150,28,9,2,3,,166.6667,0.7523
小魔女学园：魔法游行,,2015,10,MOV,1,1460973,6,26071,2017-1-22 12:13,66,40,7,1,0,,150.0000,0.6523
魔弦传说(久保与二弦琴),,2016,8,MOV,1,1382356,1,20863,2017-1-16 23:42,4,3,2,2,1,,58.3333,1.3202
Fate/Grand Order ‐First Order‐,,2016,12,TV,1,1363323,22,25969,2017-1-8 23:17,4,39,77,23,23,,-13.2530,1.0033
镇魂街,,2016,4,WEB,24,1360444,2,21314,2017-1-4 22:58,2,5,2,1,2,,33.3333,1.3123
临时女友,,2016,10,TV,12,1360418,1,20101,2017-1-4 21:48,0,0,3,1,0,,-25.0000,0.4330
无畏魔女,,2016,10,TV,12,1360413,12,23905,2017-1-4 21:30,1,8,18,14,2,,-18.6047,0.8695
超心动！艺术之星,,2016,10,TV,13,1360408,3,20504,2017-1-4 21:12,0,2,4,0,0,,33.3333,0.4714
歌之王子殿下 真爱LEGEND STAR,,2016,10,TV,13,1360146,0,19729,2017-1-3 23:45,0,1,3,0,1,,-20.0000,0.9798
魔法少女什么的已经够了啦。第二季,,2016,10,TV,12,1360145,0,19839,2017-1-3 23:44,0,10,3,0,1,,57.1429,0.8207
魔法少女什么的已经够了啦。,,2016,1,TV,12,1360144,1,19987,2017-1-3 23:43,1,12,1,0,1,,80.0000,0.8327
凸变英雄,,2016,10,TV,12,1360139,8,24001,2017-1-3 23:17,38,22,2,0,1,,152.3810,0.7095
侍灵演武：将星乱,,2016,10,TV,12,1360137,0,20508,2017-1-3 23:13,0,0,2,0,0,,0.0000,0.0000
一课一练,,2016,10,TV,12,1360136,0,19772,2017-1-3 23:08,0,1,1,2,0,,-25.0000,0.8292
12岁。小小的胸口心跳加速 第二季,,2016,10,TV,12,1360134,2,22553,2017-1-3 23:01,0,2,5,0,0,,28.5714,0.4518
斯特拉的魔法,,2016,10,TV,12,1360130,6,21566,2017-1-3 22:57,5,15,12,5,0,,54.0541,0.8882
星梦手记,,2016,10,TV,12,1360129,0,19485,2017-1-3 22:52,0,0,0,1,2,,-166.6667,0.4714
我老婆是学生会长!+!,,2016,10,TV,12,1360125,0,20046,2017-1-3 22:43,0,1,10,1,1,,-15.3846,0.6617
我老婆是学生会长！,,2015,7,TV,12,1360124,0,19779,2017-1-3 22:40,0,0,10,4,1,,-40.0000,0.6110
SHOW BY ROCK!!第二季,,2016,10,TV,12,1360121,6,21448,2017-1-3 22:20,0,4,23,4,1,,-6.2500,0.6092
刀剑乱舞-花丸-,,2016,10,TV,12,1360119,6,22095,2017-1-3 22:09,7,14,10,2,4,,48.6486,1.1768
DAYS,,2016,7,TV,24,1360106,0,20359,2017-1-3 21:39,0,5,2,6,1,,-21.4286,1.0127
时空囚徒,,2016,10,TV,12,1360102,0,19583,2017-1-3 21:16,0,0,1,0,0,,0.0000,0.0000
雷加利亚三圣星,,2016,7,TV,13,1360093,3,21780,2017-1-3 20:43,1,1,6,9,14,,-109.6774,1.0272
一人之下,,2016,7,TV,12,1360089,3,22386,2017-1-3 20:35,3,17,5,3,1,,62.0690,0.9253
舞武器舞乱伎,,2016,1,TV,12,1359209,2,21680,2016-12-30 21:03,1,8,13,1,1,,29.1667,0.7895
舞武器舞乱伎 星之巨人,,2016,10,TV,12,1359203,1,21676,2016-12-30 20:55,1,4,13,2,2,,0.0000,0.9045
乌冬面之国的金色毛球,,2016,10,TV,12,1359199,2,21733,2016-12-30 20:39,4,11,5,0,0,,95.0000,0.6690
夏目友人帐 伍,,2016,10,TV,11,1359198,6,24309,2016-12-30 20:29,9,18,5,3,0,,94.2857,0.8600
装神少女小缠,,2016,10,TV,12,1359197,9,22711,2016-12-30 20:21,3,15,23,13,1,,10.9091,0.8877
Flip Flappers,,2016,10,TV,13,1358978,44,44868,2016-12-29 22:37,191,97,22,1,7,,145.9119,0.8184
魔法使光之美少女 奇迹的变身！毛芙伦天使！...,,2016,10,MOV,1,1358767,15,27997,2016-12-29 08:21,62,9,1,1,1,,175.6757,0.6741
吹响！上低音号2,,2016,10,TV,13,1358752,94,64222,2016-12-29 01:06,488,107,12,15,12,,164.6688,0.7971
伯纳德小姐说。,,2016,10,TV,12,1358502,8,23219,2016-12-28 10:19,28,8,2,1,1,,152.5000,0.8941
WWW.迷糊餐厅!!,,2016,10,TV,13,1358477,17,24162,2016-12-28 08:11,15,49,21,5,1,,79.1209,0.8190
学园handsome,,2016,10,TV,12,1358407,1,20168,2016-12-27 20:23,2,3,5,2,1,,23.0769,1.1200
周一桃夭夭,,2016,10,TV,12,1358378,9,26129,2016-12-27 18:01,16,21,18,6,1,,72.5806,1.0027
竞女!!!!!!!!,,2016,10,TV,12,1358271,9,24732,2016-12-27 09:11,24,38,17,6,2,,87.3563,0.9685
我太受欢迎了怎么办,,2016,10,TV,13,1358257,8,21227,2016-12-27 07:53,6,9,16,4,2,,35.1351,1.0454
亚人 第二季,,2016,10,TV,13,1358040,8,22989,2016-12-26 09:58,5,30,17,7,6,,32.3077,1.0685
齐木楠雄的灾难,,2016,7,TV,24,1357999,32,33054,2016-12-26 01:53,172,58,9,3,7,,154.6185,0.8543
漂流武士,,2016,10,TV,12,1357927,10,23826,2016-12-25 19:30,58,40,7,4,2,,133.3333,0.8836
文豪野犬,,2016,10,TV,12,1357917,4,22602,2016-12-25 18:42,4,14,5,1,5,,37.9310,1.2707
动画锻炼！XX～同一屋檐下～,,2016,10,TV,12,1357823,3,20676,2016-12-25 10:19,6,15,3,0,0,,112.5000,0.5995
Lostorage incited WIXOSS,,2016,10,TV,12,1357804,6,22421,2016-12-25 03:28,5,24,14,3,0,,67.3913,0.7534
超自然9人组,,2016,10,TV,12,1357791,49,34887,2016-12-25 00:42,57,129,35,3,3,,103.0837,0.7590
ViVid Strike!,,2016,10,TV,12,1357622,6,21516,2016-12-24 09:34,2,15,20,2,3,,26.1905,0.9013
灼热的桌球娘,,2016,10,TV,12,1357620,9,22093,2016-12-24 09:20,10,20,15,1,1,,78.7234,0.8736
JOJO的奇妙冒险 不灭钻石,,2016,4,TV,39,1357605,22,32858,2016-12-24 03:15,175,74,7,2,1,,162.1622,0.6180
编舟记,,2016,10,TV,11,1357439,12,25296,2016-12-23 14:15,91,56,14,2,1,,142.6829,0.7495
少女编号,,2016,10,TV,12,1357411,38,34586,2016-12-23 12:30,16,91,125,21,6,,34.7490,0.8071
冰上的尤里,,2016,10,TV,12,1357147,48,41791,2016-12-22 12:26,175,73,26,13,38,,102.7692,1.3528
排球少年 乌野高校 VS 白鸟泽学园高校,,2016,10,TV,10,1356295,10,27092,2016-12-19 12:06,128,16,1,1,2,,180.4054,0.6114
魔法少女育成计划,,2016,10,TV,12,1356289,26,26253,2016-12-19 11:46,13,45,45,18,19,,10.7143,1.1631
终末的伊泽塔,,2016,10,TV,12,1356001,67,46439,2016-12-18 01:16,93,188,58,12,7,,97.2067,0.8550
你的名字。,,2016,8,MOV,1,1351696,142,115226,2016-12-2 03:31,938,230,90,18,34,,154.1985,0.8829
海洋奇缘,,2016,11,MOV,1,1351695,6,22502,2016-12-2 03:30,14,10,7,0,4,,85.7143,1.2681
魔发精灵,,2016,10,MOV,1,1351694,0,20168,2016-12-2 03:28,0,0,2,1,0,,-33.3333,0.4714
机动战士高达F91,,1991,3,MOV,1,1341840,6,23042,2016-10-23 22:27,13,32,20,0,0,,89.2308,0.7043
兽爪,,2006,8,TV,13,1341838,4,23961,2016-10-23 22:14,19,14,5,0,0,,136.8421,0.7042
红猪,,1992,7,MOV,1,1341836,12,30114,2016-10-23 22:08,135,20,5,1,0,,179.5031,0.5122
全金属狂潮TSR OVA 战队长悠闲的一天,,2006,5,OVA,1,1341631,6,25300,2016-10-22 23:17,75,18,1,0,1,,174.7368,0.5798
全金属狂潮The Second Raid,,2005,7,TV,13,1341629,8,25565,2016-10-22 23:14,80,37,2,0,3,,156.5574,0.7573
全金属狂潮 校园篇,,2003,8,TV,12,1341628,20,30579,2016-10-22 23:13,209,18,4,4,3,,178.9916,0.6721
全金属狂潮,,2002,1,TV,24,1341627,7,23525,2016-10-22 23:11,54,39,5,3,0,,142.5743,0.7223
精灵宝可梦XY&Z,,2015,10,TV,47,1341598,7,23321,2016-10-22 20:54,9,26,1,2,13,,31.3725,1.4752
精灵宝可梦XY,,2013,10,TV,92,1341597,5,22952,2016-10-22 20:53,38,11,1,0,1,,166.6667,0.7048
ENDRIDE,,2016,4,TV,24,1336900,0,19372,2016-10-2 02:10,0,1,0,2,0,,-33.3333,0.9428
91天,,2016,7,TV,12,1336710,23,27299,2016-10-1 01:44,47,31,9,2,0,,138.2022,0.7571
发条精灵战记 天镜的极北之星,,2016,7,TV,13,1336709,6,23497,2016-10-1 01:43,8,52,3,1,1,,100.0000,0.6076
Thunderbolt Fantasy 东离剑游纪,,2016,7,TV,13,1336701,32,31501,2016-9-30 23:35,74,117,24,10,10,,100.0000,0.9850
弹丸论破3 -The End of 希望之峰学园-,,2016,7,TV,24,1336551,27,26766,2016-9-30 12:01,0,8,14,20,150,,-162.5000,0.7939
黑色残骸,,2016,4,TV,26,1336470,34,28575,2016-9-30 00:04,61,70,23,11,5,,100.5882,1.0088
弹丸论破3 -The End of 希望之峰学园- 希望篇,,2016,9,TV,1,1336459,54,31390,2016-9-29 23:05,18,22,55,17,147,,-97.6834,1.3208
弹丸论破3 -The End of 希望之峰学园- 绝望篇,,2016,7,TV,11,1336458,25,27225,2016-9-29 23:04,7,12,24,34,191,,-145.5224,1.0046
弹丸论破3 -The End of 希望之峰学园- 未来篇,,2016,7,TV,12,1336457,38,31515,2016-9-29 23:03,3,6,22,21,236,,-167.0139,0.7898
灵能百分百,,2016,7,TV,12,1335707,56,51497,2016-9-27 00:09,373,109,15,3,4,,167.4603,0.6403
橘色奇迹,,2016,7,TV,13,1335414,8,22032,2016-9-26 00:07,1,7,10,8,8,,-44.1176,1.1425
情热传说 the X,,2016,7,TV,12,1335413,23,25459,2016-9-26 00:07,6,71,34,5,5,,56.1983,0.8221
超时空要塞Δ,,2016,4,TV,26,1335412,88,42792,2016-9-26 00:06,12,70,125,83,133,,-60.2837,1.1702
ACTIVE RAID 机动强袭室第八组 2nd,,2016,7,TV,12,1335411,22,27412,2016-9-26 00:05,59,22,9,1,0,,152.7473,0.7162
悠哉日常大王 Repeat OAD,,2016,9,OVA,1,1335405,5,24981,2016-9-25 23:01,68,10,2,3,1,,167.8571,0.7892
ReLIFE,,2016,7,TV,13,1335238,28,30305,2016-9-25 00:24,132,66,19,4,0,,147.5113,0.7280
食戟之灵 贰之皿,,2016,7,TV,13,1335237,12,23694,2016-9-25 00:24,32,76,13,1,2,,108.8710,0.7297
时间旅行少女～真理、和花与8名科学家～,,2016,7,TV,12,1335236,7,21944,2016-9-25 00:22,7,17,3,2,1,,90.0000,0.9434
圣洁天使,,2016,7,TV,12,1335235,7,23657,2016-9-25 00:21,14,12,6,1,1,,108.8235,0.9812
逆转裁判,,2016,4,TV,24,1335234,15,24983,2016-9-25 00:21,0,19,35,20,28,,-55.8824,1.0808
境界之轮回 第二季,,2016,4,TV,25,1335233,0,24164,2016-9-25 00:20,3,3,4,0,0,,90.0000,0.8307
境界之轮回,,2015,4,TV,25,1335232,1,21536,2016-9-25 00:19,4,4,6,0,0,,85.7143,0.8330
QUALIDEA CODE,,2016,7,TV,12,1335231,12,24069,2016-9-25 00:18,0,19,29,21,13,,-34.1463,1.0027
Love Live! Sunshine!!,,2016,7,TV,13,1335230,19,26514,2016-9-25 00:18,22,39,36,13,11,,39.6694,1.1676
B-PROJECT～鼓动＊Ambitious～,,2016,7,TV,12,1335229,0,19815,2016-9-25 00:17,0,3,4,0,1,,12.5000,0.9270
Rewrite,,2016,7,TV,13,1335215,22,25470,2016-9-24 23:12,9,19,52,17,22,,-20.1681,1.1419
蓝海少女,,2016,7,TV,12,1335155,5,22501,2016-9-24 18:45,11,15,6,5,2,,71.7949,1.1536
半田君传说,,2016,7,TV,12,1335028,8,22504,2016-9-24 05:24,2,2,10,6,14,,-82.3529,1.1998
野球少年,,2016,7,TV,11,1335027,6,21043,2016-9-24 05:14,2,4,10,4,4,,-16.6667,1.1426
这个美术部有问题！,,2016,7,TV,12,1335026,35,32275,2016-9-24 05:04,57,143,39,5,2,,100.8130,0.7380
Fate/kaleid liner 魔法少女☆伊莉雅3rei!!,,2016,7,TV,12,1335025,13,24568,2016-9-24 04:56,8,46,21,20,4,,34.3434,1.0166
魔装学园H×H,,2016,7,TV,12,1335024,6,26916,2016-9-24 04:55,2,2,11,10,13,,-78.9474,1.1276
天真与闪电,,2016,7,TV,12,1335023,16,25008,2016-9-24 04:54,51,44,12,3,0,,130.0000,0.7693
禁忌咒文,,2016,7,TV,12,1335022,5,22542,2016-9-24 04:53,2,2,4,6,31,,-137.7778,1.1013
SHOW BY ROCK!! SHORT!!,,2016,7,TV,12,1335021,0,20637,2016-9-24 04:53,11,9,4,0,1,,116.0000,0.9666
NEW GAME!,,2016,7,TV,12,1335020,46,39551,2016-9-24 04:52,293,98,25,6,6,,155.6075,0.7849
七大罪 圣战的预兆,,2016,8,TV,4,1335018,0,21554,2016-9-24 04:30,3,6,12,5,1,,18.5185,0.9827
机动战士高达独角兽 RE:0096,,2016,4,TV,22,1335017,2,21716,2016-9-24 04:19,3,11,21,4,2,,21.9512,0.8975
亚尔斯兰战记 风尘乱舞,,2016,7,TV,8,1335016,6,22694,2016-9-24 04:11,2,14,15,3,0,,44.1176,0.7353
Re:从零开始的异世界生活,,2016,4,TV,25,1333588,183,131804,2016-9-19 00:43,248,329,145,124,375,,-4.0131,1.5525
